STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,FREQ,Frequency of observation,REF_AREA,Reference area,ACTIVITY,Economic activity,MEASURE,Measure,PRICE_BASE,Price base,UNIT_MEASURE,Unit of measure,TIME_PERIOD,Time period,OBS_VALUE,Observation value,BASE_PER,Base period,UNIT_MULT,Unit multiplier,DECIMALS,Decimals,EST_METHOD,Estimation methodology,OBS_STATUS,Observation status
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,J631,"Data processing, hosting and related activities; web portals",B1G,Value added,V,Current prices,XDC,National currency,2019,,8886,,,,6,Millions,1,One,SBS,Estimates based on Structural Business Statistics (SBS) or industry census.,E,Estimated value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,M69,Legal and accounting activities,B1G,Value added,V,Current prices,XDC,National currency,2019,,54979,,,,6,Millions,1,One,SBS,Estimates based on Structural Business Statistics (SBS) or industry census.,E,Estimated value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,M70,Activities of head offices; management consultancy activities,B1G,Value added,V,Current prices,XDC,National currency,2019,,46086,,,,6,Millions,1,One,SBS,Estimates based on Structural Business Statistics (SBS) or industry census.,E,Estimated value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,M74,"Other professional, scientific and technical activities",B1G,Value added,V,Current prices,XDC,National currency,2019,,10687,,,,6,Millions,1,One,SBS,Estimates based on Structural Business Statistics (SBS) or industry census.,E,Estimated value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,M75,Veterinary activities,B1G,Value added,V,Current prices,XDC,National currency,2019,,4061,,,,6,Millions,1,One,SBS,Estimates based on Structural Business Statistics (SBS) or industry census.,E,Estimated value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,S951,Repair of computers and communication equipment,B1G,Value added,V,Current prices,XDC,National currency,2019,,564,,,,6,Millions,1,One,SBS,Estimates based on Structural Business Statistics (SBS) or industry census.,E,Estimated value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,ICT_MANUF,ICT manufacturing,B1G,Value added,V,Current prices,XDC,National currency,2019,,14640,,,,6,Millions,1,One,SBS,Estimates based on Structural Business Statistics (SBS) or industry census.,E,Estimated value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,ICT_WHSL,ICT wholesale,B1G,Value added,V,Current prices,XDC,National currency,2019,,14225,,,,6,Millions,1,One,SBS,Estimates based on Structural Business Statistics (SBS) or industry census.,E,Estimated value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,B05_06,Mining and extraction of energy producing products,B1G,Value added,V,Current prices,XDC,National currency,2018,,1915,,,,6,Millions,1,One,SBS,Estimates based on Structural Business Statistics (SBS) or industry census.,E,Estimated value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,B05_06,Mining and extraction of energy producing products,B1G,Value added,V,Current prices,XDC,National currency,2017,,1812,,,,6,Millions,1,One,SBS,Estimates based on Structural Business Statistics (SBS) or industry census.,E,Estimated value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,B05_06,Mining and extraction of energy producing products,B1G,Value added,V,Current prices,XDC,National currency,2016,,1660,,,,6,Millions,1,One,SBS,Estimates based on Structural Business Statistics (SBS) or industry census.,E,Estimated value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,B05_06,Mining and extraction of energy producing products,B1G,Value added,V,Current prices,XDC,National currency,2015,,2152,,,,6,Millions,1,One,SBS,Estimates based on Structural Business Statistics (SBS) or industry census.,E,Estimated value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,B07_08,Mining and quarrying of non-energy producing products,B1G,Value added,V,Current prices,XDC,National currency,2018,,2282,,,,6,Millions,1,One,SBS,Estimates based on Structural Business Statistics (SBS) or industry census.,E,Estimated value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,B07_08,Mining and quarrying of non-energy producing products,B1G,Value added,V,Current prices,XDC,National currency,2017,,2309,,,,6,Millions,1,One,SBS,Estimates based on Structural Business Statistics (SBS) or industry census.,E,Estimated value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,B07_08,Mining and quarrying of non-energy producing products,B1G,Value added,V,Current prices,XDC,National currency,2016,,2227,,,,6,Millions,1,One,SBS,Estimates based on Structural Business Statistics (SBS) or industry census.,E,Estimated value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,B07_08,Mining and quarrying of non-energy producing products,B1G,Value added,V,Current prices,XDC,National currency,2015,,2312,,,,6,Millions,1,One,SBS,Estimates based on Structural Business Statistics (SBS) or industry census.,E,Estimated value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,B09,Mining support service activities,B1G,Value added,V,Current prices,XDC,National currency,2019,,148,,,,6,Millions,1,One,SBS,Estimates based on Structural Business Statistics (SBS) or industry census.,E,Estimated value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,B09,Mining support service activities,B1G,Value added,V,Current prices,XDC,National currency,2018,,110,,,,6,Millions,1,One,SBS,Estimates based on Structural Business Statistics (SBS) or industry census.,E,Estimated value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,B09,Mining support service activities,B1G,Value added,V,Current prices,XDC,National currency,2017,,140,,,,6,Millions,1,One,SBS,Estimates based on Structural Business Statistics (SBS) or industry census.,E,Estimated value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,B09,Mining support service activities,B1G,Value added,V,Current prices,XDC,National currency,2016,,138,,,,6,Millions,1,One,SBS,Estimates based on Structural Business Statistics (SBS) or industry census.,E,Estimated value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,C10_11,Manufacture of food products and beverages,B1G,Value added,V,Current prices,XDC,National currency,2019,,43258,,,,6,Millions,1,One,SBS,Estimates based on Structural Business Statistics (SBS) or industry census.,E,Estimated value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,C10_11,Manufacture of food products and beverages,B1G,Value added,V,Current prices,XDC,National currency,2018,,43640,,,,6,Millions,1,One,SBS,Estimates based on Structural Business Statistics (SBS) or industry census.,E,Estimated value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,C10_11,Manufacture of food products and beverages,B1G,Value added,V,Current prices,XDC,National currency,2017,,44362,,,,6,Millions,1,One,SBS,Estimates based on Structural Business Statistics (SBS) or industry census.,E,Estimated value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,C10_11,Manufacture of food products and beverages,B1G,Value added,V,Current prices,XDC,National currency,2016,,43973,,,,6,Millions,1,One,SBS,Estimates based on Structural Business Statistics (SBS) or industry census.,E,Estimated value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,C10,Manufacture of food products,B1G,Value added,V,Current prices,XDC,National currency,2018,,36708,,,,6,Millions,1,One,SBS,Estimates based on Structural Business Statistics (SBS) or industry census.,E,Estimated value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,C12,Manufacture of tobacco products,B1G,Value added,V,Current prices,XDC,National currency,2015,,1814,,,,6,Millions,1,One,SBS,Estimates based on Structural Business Statistics (SBS) or industry census.,E,Estimated value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,C13_14,Manufacture of textiles and wearing apparel,B1G,Value added,V,Current prices,XDC,National currency,2019,,6706,,,,6,Millions,1,One,SBS,Estimates based on Structural Business Statistics (SBS) or industry census.,E,Estimated value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,C13,Manufacture of textiles,B1G,Value added,V,Current prices,XDC,National currency,2015,,4163,,,,6,Millions,1,One,SBS,Estimates based on Structural Business Statistics (SBS) or industry census.,E,Estimated value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,C14,Manufacture of wearing apparel,B1G,Value added,V,Current prices,XDC,National currency,2015,,2341,,,,6,Millions,1,One,SBS,Estimates based on Structural Business Statistics (SBS) or industry census.,E,Estimated value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,C12,Manufacture of tobacco products,B1G,Value added,V,Current prices,XDC,National currency,2016,,1901,,,,6,Millions,1,One,SBS,Estimates based on Structural Business Statistics (SBS) or industry census.,E,Estimated value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,C13_14,Manufacture of textiles and wearing apparel,B1G,Value added,V,Current prices,XDC,National currency,2018,,6941,,,,6,Millions,1,One,SBS,Estimates based on Structural Business Statistics (SBS) or industry census.,E,Estimated value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,C13_14,Manufacture of textiles and wearing apparel,B1G,Value added,V,Current prices,XDC,National currency,2017,,6798,,,,6,Millions,1,One,SBS,Estimates based on Structural Business Statistics (SBS) or industry census.,E,Estimated value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,C13_14,Manufacture of textiles and wearing apparel,B1G,Value added,V,Current prices,XDC,National currency,2016,,6648,,,,6,Millions,1,One,SBS,Estimates based on Structural Business Statistics (SBS) or industry census.,E,Estimated value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,C13_14,Manufacture of textiles and wearing apparel,B1G,Value added,V,Current prices,XDC,National currency,2015,,6504,,,,6,Millions,1,One,SBS,Estimates based on Structural Business Statistics (SBS) or industry census.,E,Estimated value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,C13,Manufacture of textiles,B1G,Value added,V,Current prices,XDC,National currency,2019,,4333,,,,6,Millions,1,One,SBS,Estimates based on Structural Business Statistics (SBS) or industry census.,E,Estimated value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,C13,Manufacture of textiles,B1G,Value added,V,Current prices,XDC,National currency,2018,,4495,,,,6,Millions,1,One,SBS,Estimates based on Structural Business Statistics (SBS) or industry census.,E,Estimated value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,C13,Manufacture of textiles,B1G,Value added,V,Current prices,XDC,National currency,2017,,4384,,,,6,Millions,1,One,SBS,Estimates based on Structural Business Statistics (SBS) or industry census.,E,Estimated value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,C13,Manufacture of textiles,B1G,Value added,V,Current prices,XDC,National currency,2016,,4309,,,,6,Millions,1,One,SBS,Estimates based on Structural Business Statistics (SBS) or industry census.,E,Estimated value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,C14,Manufacture of wearing apparel,B1G,Value added,V,Current prices,XDC,National currency,2019,,2373,,,,6,Millions,1,One,SBS,Estimates based on Structural Business Statistics (SBS) or industry census.,E,Estimated value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,C14,Manufacture of wearing apparel,B1G,Value added,V,Current prices,XDC,National currency,2018,,2446,,,,6,Millions,1,One,SBS,Estimates based on Structural Business Statistics (SBS) or industry census.,E,Estimated value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,C14,Manufacture of wearing apparel,B1G,Value added,V,Current prices,XDC,National currency,2017,,2415,,,,6,Millions,1,One,SBS,Estimates based on Structural Business Statistics (SBS) or industry census.,E,Estimated value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,C14,Manufacture of wearing apparel,B1G,Value added,V,Current prices,XDC,National currency,2016,,2339,,,,6,Millions,1,One,SBS,Estimates based on Structural Business Statistics (SBS) or industry census.,E,Estimated value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,C15,Manufacture of leather and related products,B1G,Value added,V,Current prices,XDC,National currency,2017,,870,,,,6,Millions,1,One,SBS,Estimates based on Structural Business Statistics (SBS) or industry census.,E,Estimated value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,C15,Manufacture of leather and related products,B1G,Value added,V,Current prices,XDC,National currency,2016,,817,,,,6,Millions,1,One,SBS,Estimates based on Structural Business Statistics (SBS) or industry census.,E,Estimated value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,C15,Manufacture of leather and related products,B1G,Value added,V,Current prices,XDC,National currency,2015,,739,,,,6,Millions,1,One,SBS,Estimates based on Structural Business Statistics (SBS) or industry census.,E,Estimated value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,C15,Manufacture of leather and related products,B1G,Value added,V,Current prices,XDC,National currency,2019,,980,,,,6,Millions,1,One,SBS,Estimates based on Structural Business Statistics (SBS) or industry census.,E,Estimated value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,C241_2431,"Manufacture of basic iron and steel and of ferro-alloys; of tubes, pipes, hollow profiles, related fittings and other products of first processing of steel; casting of iron and steel",B1G,Value added,V,Current prices,XDC,National currency,2018,,14312,,,,6,Millions,1,One,SBS,Estimates based on Structural Business Statistics (SBS) or industry census.,E,Estimated value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,C241_2431,"Manufacture of basic iron and steel and of ferro-alloys; of tubes, pipes, hollow profiles, related fittings and other products of first processing of steel; casting of iron and steel",B1G,Value added,V,Current prices,XDC,National currency,2017,,13143,,,,6,Millions,1,One,SBS,Estimates based on Structural Business Statistics (SBS) or industry census.,E,Estimated value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,C241_2431,"Manufacture of basic iron and steel and of ferro-alloys; of tubes, pipes, hollow profiles, related fittings and other products of first processing of steel; casting of iron and steel",B1G,Value added,V,Current prices,XDC,National currency,2016,,12733,,,,6,Millions,1,One,SBS,Estimates based on Structural Business Statistics (SBS) or industry census.,E,Estimated value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,C241_2431,"Manufacture of basic iron and steel and of ferro-alloys; of tubes, pipes, hollow profiles, related fittings and other products of first processing of steel; casting of iron and steel",B1G,Value added,V,Current prices,XDC,National currency,2015,,13325,,,,6,Millions,1,One,SBS,Estimates based on Structural Business Statistics (SBS) or industry census.,E,Estimated value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,C242_2432,Manufacture of basic precious and other non-ferrous metals; casting of light metals and other non-ferrous metals,B1G,Value added,V,Current prices,XDC,National currency,2019,,7964,,,,6,Millions,1,One,SBS,Estimates based on Structural Business Statistics (SBS) or industry census.,E,Estimated value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,C242_2432,Manufacture of basic precious and other non-ferrous metals; casting of light metals and other non-ferrous metals,B1G,Value added,V,Current prices,XDC,National currency,2018,,8370,,,,6,Millions,1,One,SBS,Estimates based on Structural Business Statistics (SBS) or industry census.,E,Estimated value
